,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
511,Stack Finance,2019.0,Bangalore,Fintech,"It automates invesments, expenses, borrowing under a single platform",Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",,Seed round,
512,FPL Technologies,,Pune,Fintech,OneScore app is built by FPL - Free credit scoring and monitoring,Anurag Sinha,"Matrix Partners India, Sequoia Capital India, Hummingbird Ventures",10000000.0,Series A,
513,Masai School,2019.0,Bangalore,EdTech,It trains tech aspirants in full stack wed and android development,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India",2500000.0,Series A,
514,Mitron,,Bangalore,Media,Short Video and Social Platform,"Shivank Agarwal, Anish Khandelwal.",Nexus Venture Partners,5000000.0,Series A,
515,Daalchini,2017.0,,IoT,Physical and Digital vending machines startup,"Prerna Kalra, Vidya Bhushan",Artha Venture Fund,669000.0,Pre Series A,
516,Suno India,2018.0,,Media,Multilingual podcast platform,"DVL Padma Priya, Rakesh Kamal, Tarun Nirwan",Shobu Yarlagadda,,Angel Round,
517,LendingKart,2014.0,Ahmedabad,Fintech,Provides working capital loans and business loans to MSMEs,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",16076000.0,Series D,
518,Text Mercato,2015.0,Bangalore,,Cataloguing startup that serves ecommerce platforms,"Kiran Ramakrishna, Subhajit Mukherjee",1Crowd,649600.0,Series A,
519,Eden Smart Homes,2018.0,,IoT,Develops smart home automation systems,"Pranjal Kacholia, Divyansh Mathur",Inflection Point Ventures,,,
520,GrayQuest,2017.0,Mumbai,EdTech,Enables parents to pay their annual education fees in up to 12 monthly installments,Rishab Mehta,Foundation Holdings,1000000.0,Pre Series A,
521,BigHaat,2015.0,Bangalore,Agritech,Agri-inputs ecommerce player,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures",2000000.0,Pre Series A,
522,CityCash,2017.0,Mumbai,Fintech,Focusses on creating a transit led micro-payments ecosystem,Vineet Toshniwala,Orios Venture Partners,1000000.0,Seed round,
523,HomeLane,2014.0,Chennai,Interior design,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",1000000.0,Series D,
524,HungerBox,2015.0,Bangalore,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,6700000.0,Series C,
525,DaveAI,,Bangalore,AI,Sales augmentation platform with a vision to democratise AI for enterprises,"Ananthakrishnan Gopal, Ashok Balasundaram, Sriram P H",Mumbai Angels Network,,,
526,Eduvanz,2016.0,Mumbai,Fintech,Digital finance NBFC that provides affordable education loans,"Varun Chopra, Raheel Shah",Sequoia India,5000000.0,Series A,
527,ZipLoan,2015.0,Delhi,Fintech,Provides loans to MSMEs,"Kshitj Puri, Shalabh Singhal",Stride Ventures,2000000.0,,
528,DocSumo,2019.0,Mumbai,AI,Platform helps to automate and analyse financial data,"Rushabh Sheth, Bikram Dahl","Better Capital, TechStars, Barclays.",220000.0,Seed round,
529,CUSMAT,2016.0,Warangal,AR/VR,It builds high immersion training systems for enterprises,"Abhinav Ayan, Anirban Jyoti Chakravorty, Soumyaranjan Harichandan","Venture Catalysts,  Raveen Sastry",,,
530,Chingari,2018.0,Bangalore,Media,Short video platform,"Biswatma Nayak, Siddharth Gautam","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",1300000.0,Seed round,
531,Bolo Indya,,Gurugram,Media,User-generated content platform,Varun Saxena,"Eagle10 Ventures, India Accelerator, HNIs",300000.0,Pre series A1,
532,Data Sutram,2018.0,Kolkata,AI,Platform gathers intel from external data to provide location-based data intelligence.,"Rajit Bhattacharya, Aisik Paul, Ankit Das","Uday Sodhi, Mitesh Shah, Nitin Jain",266500.0,,
533,Wobot Intelligence,,Delhi,AI,AI backed video analytics platform,"Adit Chhabra, Tapan Dixit,Tanay Dixit.",Sequoia Capital India,2500000.0,Pre Series A,
534,DrinkPrime,,Bangalore,Appliance,Subscription-based Water purifier startup,"Viijender Reddy, Manas Ranjan Hota",Sequoia Surge,2879000.0,Pre Series A,
535,Infeedo,2013.0,Gurugram,HR tech,An employee engagement HR analytics platform,"Tanmaya Jain, Varun Puri",Y Combinator,700000.0,,
536,Probus Smart Things,,Delhi,IoT,Platform for monitoring distribution sub-station performance and operations,"Anand Singh, Ankit Vaish",Unicorn India Ventures,,Seed round,
537,CrowdPouch,,Bangalore,Tech,A reward-based fundraising and preselling platform,Vittal Ramakrishna,Elina Investments,,Angel Round,
538,Rebel Foods,2011.0,Mumbai,Food tech,Cloud kitchen platform,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,26500000.0,Series E2,
539,Hevo,2017.0,Bangalore,Tech,Data pipeline startup,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",8000000.0,Series A,
540,BigSpoon Foods,2019.0,Ahmedabad,Foodtech,Cloud kitchen startup,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar","Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",2000000.0,Pre series A,
541,Chingari,,Bangalore,Media,Homegrown short video platform,Sumit Ghosh,"LogX Ventures, AngelList’s Utsav Somani, NowFloats’ Jasminder Singh Gulati, AL Trust (Vistra ITCL), Village Global.",1000000.0,Seed Round,
542,ShareChat,2015.0,Bangalore,Media,Indian social network platform,"Ankush Sachdeva, Bhanu Pratap Singh, Farid Ahsan","All About Inc, Beenext Pte Led, Beenos Asia, DG Ventures, Kanamori Assagement Singapore, Rebright Partners I, Rebright Partners II, Tetsuro Koda",351000.0,,
543,DatStop,,Delhi,Hospitality,It offers urban social space,Dhruvin Shah,"Shabir Momin, OneDigital Entertainment,  Saurabh Pathak.",,,
544,IPHM Services,,Mumbai,Mental Health,It helps design programs and workshops for the psychological well-being of individuals,Dr. Sachin Bhavsar,Indian Angel Fund,,Seed Round,
545,Wellcure,,Gurugram,Healthtech,It caters to all health and wellness needs,"Sumeet Kapur, Ankur Bhatia, Aanchal Kapur",Inflection Point Ventures,200000.0,,
546,VilCart,2018.0,Bangalore,Ecommerce,"Retail industry in rural India through technology, supply chain, and logistics facilities.","Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",,Bridge Round,
547,Firescore,,Mumbai,Gaming,Game development studio,"Karan Khairajani, Surojit Roy",Crazy Labs,500000.0,,
548,BulBul,2018.0,Gurgaon,Social commerce,A video and livestream led commerce platform that makes online shopping engaging,"Sachin Bhatia, Atit Jain",Info Edge,,,
549,Toppr,2013.0,Mumbai,Edtech,It provides AI-based after school learning app for K12,Zishaan Hayath,Foundation Holdings,46761000.0,Series D,
550,Pickright Technologies,2019.0,Bangalore,Fintech,Marketplace for stock market investors and advisors,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",175000.0,Seed Round,
551,Muse Wearables,2018.0,Chennai,Tech,It sells the world’s first payment-enabled hybrid smartwatches,"K.L.N Sai Prasanth, Yathindra Ajay K.A, K. Prathyusha",Dr. Bhaskar Rao Bollineni,3000000.0,,
552,SATYA Microcapital,1995.0,Delhi,Fintech,Microfinance company that offers collateral-free credit to micro enterprises,Vivek Tiwari,BlueOrchard Finance Limited,,,
553,WYN Studio,,Gurugram,Media,It creates video content and podcasts,"Bijay Gautam, Souniya Khurana",India Angel Fund,,Seed Round,
554,Fourth Partner Energy,2010.0,Bangalore,Solar Solution,Largest startup in the distributed solar sector,Saif Dhorajiwala,ResponsAbility Investments AG,15000000.0,,
555,Entri,2017.0,Kochi,Edtech,Local language learning startup,Mohammed Hisamuddin,Good Capital,1700000.0,Pre series A,
556,Snack Amor,2017.0,Mumbai,Foodtech,Healthy snack startup,Deepak Grover,Dr Srinivas Chunduru,,,
557,MPowered,,Gurugram,SaaS,Asset Management Solutions,Sudeep Singh,"Ashok Nichani, Shelly Nichani",21000000.0,Pre series A,
558,Leap Club,2020.0,Gurugram,Social e-commerce,Community led professional network for women,"Ragini Das, Anand Sinha",Titan Capital,,,
559,Ather Energy,2013.0,Bangalore,Automobile,Electric scooter manufacturer,"Tarun Mehta, Swapnil Jain",Hero MotoCorp,11241000.0,Series C,
560,Gigforce,,Bangalore,HR tech,Provides staffing solutions for businesses,"Chirag Mittal, Parag Modi, Anirudh Syal",Unitus Venture,804000.0,,
561,Vegrow,2020.0,Bangalore,Agritech,It is building an asset-light farm by partnering with small farms on a profit-sharing model,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",2500000.0,Seed Round,
562,Finn,2019.0,Bangalore,Fintech,Neobanking startup that digitises all banking transactions,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",,Pre series A,
563,Bijnis,2015.0,,B2B marketplace,Provides a platform for manufacturers and retailers in digital transaction,"Siddharth Vij, Siddharth Rastogi, Shubham Agarwal, Chaitanya Rathi","Sequoia Capital India, Matrix Partners India, InfoEdge, Waterbridge Ventures",10000000.0,Series A,
564,iNurture,2009.0,Bangalore,Edtech,"It provides a conducive and healthy teaching, learning environment",Ashwin Ajila,BlackSoil Capital,1340000.0,,
565,StyleDotMe,2014.0,Gurugram,Fashion Tech,"mirrAR, helps jewellers sell jewellery with no physical inventory","Meghna Saraogi, Akhil Tolani",Survam Partners,467000.0,Pre series A,
566,Ripsey,2018.0,Mumbai,Nutrition tech,It plans meals in consultation from fitness experts and nutritionists and prepares them in-house,"Silky Singh, Alkheya Boora Rpsey",Ah! Ventures,133000.0,,
567,ThriveFNC,2017.0,Pune,Health & Wellness,Focusses on reversing chronic lifestyle disorders through functional nutrition.,Mugdha Pradhan,Rajesh Ranavat,,Seed Round,
568,Vedantu,2011.0,Bangalore,Edtech,Onine learning platform,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,100000000.0,Series D,
569,Magicpin,2015.0,Gurugram,,"It is a local discovery, rewards, and commerce platform","Anshoo Sharma, Brij Bhushan",Samsung Venture Investment Corporation,7000000.0,Series D,
570,Procol,2018.0,Delhi,Agritech,Commodity procurement platform,"Gaurav Baheti, Sumit Mendiratta",Sequoia Surge,3823000.0,,
571,Yumlane,2016.0,Mumbai,Cloud Kitchen,Online retailer that offers a range of on-the-go hot snacking and meals,Hitesh Ahuja,Jetty Ventures,1000000.0,Pre series A,
572,Crio,2018.0,Bangalore,Edtech,A learning platform for developers,"Rathinamurthy R, Sridher Jeyachandran",021 Capital,934000.0,,
573,Openapp,,Bangalore,IoT,Security solutions startup,Gotama Gowda,Unicorn India Ventures,500000.0,,
574,PumPumPum,,Gurugram,IoT/Automobile,Offers leased car services,"Tarun Lawadia, Sameer Kalra",LetsVenture Syndicate,293000.0,,
575,uFony Services Pvt ltd,,Pune,Edtech,"School Diary, a platform that brings education to smartphones",Ashish C,Chennai Angels,,,
576,Protinus Fashion Networking Pvt Ltd,2015.0,Mumbai,Fashion,Owns and operates fashion commerce and retail management platform 6Degree,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures,,Pre series A,
577,Uable,,Bangalore,Edtech,Online life skills development platform for children,Saurabh Saxena,3one4 Capital,,Seed Round,
578,ParkSmart,2019.0,Delhi,IoT,Parking spot reservation platform,"Prateek Garg, Vishva Sharma, Rahul Gupta, Rishabh Nagpal, Ratan Sethi",Ah! Ventures,198000.0,,
579,Plum,2019.0,Bangalore,Healthtech,Provides health benefits to corporates,"Abhishek Poddar, Saurabh Arora",Incubate Fund,927000.0,Seed Round,
580,IncNut Digital,2011.0,Hyderabad,Ecommerce,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,4000000.0,Series A,
581,GigIndia,2017.0,Pune,Tech,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,"Sahil Sharma, Aditya Shirole",Incubate Fund India,971000.0,Pre series A,
582,Specsmaker,2007.0,Chennai,Eye Wear,Online optical chain for eye wears,Pratik Shah,Eight Road Ventures,3060000.0,,
583,Piggy Ride,,Bangalore,SaaS,"Offers parents and kids, a platform to browse and book extracurricular interest-based activities",Manish Tewari,"JAFCO Asia, Artha Venture Fund",1862000.0,Pre series A,
584,Chai Waale,2018.0,Chennai,Beverage,Tea Brand,Vidur Maheshwari,"Tharun Dhariwal, Sunil Kumar Singhvi, Arun Ostwal, Vishal Ostwal, Gunavanth Vaid, Bharat Kumar",232000.0,,
585,NOTO,,Mumbai,Food,A brand that makes healthy icecream,"Ashni Sheth, Varun Sheth",WEH Ventures,,Pre seed round,
586,Cuemath,2013.0,Bangalore,Edtech,It helps students to learn math online,Manan Khurma,Trifecta Capital,2888000.0,Series B,
587,Cars24,2015.0,Gurgaon,Automobile,Online platform for selling used cars,Vikram Chopra,Vivriti Capital,1328000.0,,
588,JetSynthesys,2012.0,Pune,Digital tech,Digital entertainment and technology company,RajanNavani,"Adar Poonawalla, Kris Gopalakrishnan",40000000.0,,
589,Earth Energy EV,2017.0,Mumbai,Automobile,Electric vehicles startup,Rushi Shenghani,LR Joshi,,Seed Round,
590,Green Cure,2015.0,Delhi,Health & Wellness,It sells herbal OTC products,"Sanchit Garg, Sanjeev Dadhich",Venture Catalysts,,,
591,Blue Sky Analytics,2018.0,Gurugram,Data Intelligence,"It is building AI-powered infrastructure to analyse air quality, pollution etc","Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",1200000.0,Seed Round,
592,Edhusk,2017.0,Jaipur,Edtech,Provieds personalised learning to students by leveraging technology-driven models,"Anuj Bhuria, Himanshu Kumar, Himanshu Meena",Mumbai Angel Network,,,
593,Decentro,2020.0,Bangalore,Fintech,Automated API-based platform that enables financial integrations.,Rohit Taneja,Y Combinator,15500000.0,Series A,
594,Zolostays,2015.0,Bangalore,Co-living,It offers affordable housing apartments to young professionals and students,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",56000000.0,Series C,
595,Frontier Markets,2011.0,Jaipur,Ecommerce,Women entreprenuers sells products and services to rural India,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",2250000.0,Pre series A,
596,Brainwired,2018.0,Kerala,Agritech,India’s first livestock health monitoring company,"Sreeshankar S Nair, Romeo P Jerard","Kritik Abiram, Parthiv Rokadia, Gaurav Saraogi",,,
597,Aye Finance,2014.0,Gurugram,Fintech,A finance lender to SMEs,"Vikram Jetley, Sanjay Sharma",Invest in Vision,16753000.0,Series E,
598,Paper Boat,2013.0,Gurugram,Food & Beverages,Ecommerce platform for beverages and snacks,"Neeraj Kakkar, James Nutall, Suhas Misra, Neeraj Biyani","Sofina Ventures, A91 Emerging fund, SCI Growth Investment II, Catamarann Ventures",3700000.0,,
599,Ken42,2019.0,Bangalore,Edtech,A platform that caters to evolving needs of institutions,Ganesh Raju,Turbostart,1470000.0,,
600,Forbidden Foods,,Delhi,Food,Packaged snacks company,Anuj Krishnan,"Globevestor, Secocha Ventures, First Cheque VC, Kashyap Deorah, Vijay Sivaram",1000000.0,Seed Round,
601,Universal Sportsbiz,2012.0,Bangalore,Fashion,Indian fashion industry with on-trend products,Anjana Reddy,NB Ventures,530000.0,,
602,Gobbly,,Gurugram,Retail Tech,A contactless retail store filled with fruits and veggies,Ooshma Garg,Sauce vc,500000.0,Seed Round,
603,Aerostrovilos,,Chennai,Automotive,Manufactures micro gas turbines for power-based application,"Rohit Grover, Pradeep Thangappan",Mumbai Angels Network,,,
604,Mitron,,Bangalore,Media,Short Video and Social Platform,"Shivank Agarwal, Anish Khandelwal","3One4 Capital, LetsVenture",267000.0,Seed Round,
605,Bulk MRO,2015.0,Mumbai,B2B,A full stack B2B platform for industrial supplies,"Devang Shah, Gaurang Shah",Stride Ventures,3344000.0,,
606,Inspektlabs,2019.0,Delhi,AI,Focuses on building computer vision products for physical asset inspections,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",600000.0,Pre series A,
607,Big Bang Boom Solutions,2018.0,Chennai,Defense tech,It developed integrated intellectual properties for defense,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,1000000.0,Series A,
