,Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,column10
375,Cashify,2009.0,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Amit Sethi, Mandeep Manocha, Nakul Kumar","Bessemer Venture Partners, CDH Investments",10000000.0,Debt,
376,Etrio,2017.0,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",Deepak MV,HNIs,3000000.0,Series A,
377,Codeyoung,2019.0,Bangalore,EdTech,Codeyoung provides live online coding classes for kids between the age of 5 - 17.,"Shailendra Dhakad, Rupika Taneja",Guild Capital,,Seed,
378,StayQrious,2020.0,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.","Aanand Srinivas, Avinash Anand, Shankar Ram A",Y Combinator,2000000.0,Seed,
379,Sunstone Eduversity,2014.0,Gurugram,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,"Ashish Munjal, Piyush Nangru",Prime Venture Partners,3000000.0,Series A,
380,Infilect,2015.0,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Anand Prabhu Subramanian, Vijay Gabale","Mela Ventures, 1Crowd",1500000.0,Pre-series A,
381,MobiGarage,2017.0,New Delhi,E-commerce,An ecommerce platform for refurbished electronics.,"Vaibhav Kapoor, Pulkit Kapoor",,,Pre-series A,
382,Samunnati,2014.0,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,Anil Kumar,"responsAbility, Accel",20000000.0,Debt,
383,WeInnovate Biosolutions,2016.0,Pune,Startup laboratory,Startup working dedicatedly in the area of healthcare-therapeutic solutions.,"Dr Milind Choudhari, Dr Prasad Bhagat, and Dr Anupama",Chiratae ventures,,Seed,
384,Yummy Corp,2017.0,"Tangerang, Jawa Barat, Indonesia",Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.",Mario Suntanu,"Palm Drive Capital, Amatil X Ventures",12000000.0,Series B,
385,Smallcase,2015.0,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","Sequoia Capital India, Blume Ventures",13400000.0,Series B,
386,Clairvolex,2006.0,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,Manoj Pillai,"JF Mauritius SPV, IndusAge Partners",2000000.0,Debt,
387,Assiduus,,Bangalore,E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",Somdutta Singh,VC Firm K Partners,1000000.0,Series A,
388,Brinton,2014.0,California,HealthTech,Brinton is one of the fastest growing Pharmaceutical Companies spreading its network worldwide.,Rahul Darda,"India Alternatives Private Equity Fund, Tata Capital",1300000.0,Debt,
389,AFK Gaming,2012.0,Mumbai,Entertainment,AFK Gaming is a media and entertainment and gaming company located in Mumbai.,Nishant Patel,,200000.0,Pre-series A,
390,Infarm,2013.0,Berlin,AgriTech,Infarm builds and distributes highly efficient vertical farms throughout cities to grow fresh produce right in your neighbourhood.,"Erez Galonska, Guy Galonska, Osnat Michaeli","Bonnier Ventures, Hanaco Venture Capital",170000000.0,Series C,
391,Zuper,2016.0,Seattle,SaaS startup,Zuper is a productivity suite for service businesses to mobile field workforce and automate all business operations.,Vijay Narasiman,"Gemba Capital, Gunderson Dettmer",1100000.0,Seed,
392,mCaffeine,2015.0,Mumbai,Personal care startup,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","Tarun Sharma, Vikas Lachhwani","RPSG Ventures, Amicus Capital",2900000.0,Series B,
393,Origa,2013.0,Andheri,FinTech,The charioteer of your growth at all times.,Shrirang Tambe,"500 Startups, ah! Ventures",2000000.0,Debt,
394,GullyBuy Software,2019.0,Pune,Tech Startup,To deliver a solution that will provide shopping convenience to every consumer in India,Shirish Deodhar,,543000.0,Pre-series A,
395,Recordent,2019.0,Hyderabad,FinTech,A technology-enabled platform that helps MSMEs to increase their business efficiency through collection of dues,Harish Mamtani,,,Seed,
396,MPL,2018.0,Bangalore,Entertainment,Mobile Premier League is the mobile e-Sports platform based in India.,"Shubham Malhotra, Sai Srinivas","Base Partners, GO Ventures",90000000.0,Series C,
397,Penny,2020.0,Riyadh,SaaS startup,Offer various development solutions and mainly focus on helping startups,"Iyad Aldalooj, Majid Aldalooj, Mohammed Ibrahim",,1300000.0,Seed,
398,Onsitego,2010.0,Mumbai,Customer service company,Onsitego is a customer service company for device and appliance repairs.,Kunal Mahipal,"Accel, Zodius Capital",30000000.0,Series B,
399,Precily,2017.0,California,SaaS  startup,Precily is Artificial Intelligence platform for enterprises that increases efficiency of workforce by providing AI based solutions.,Bharath Rao,"Windrose Capital, Anil Advani",,Seed,
400,SmartClean,2017.0,Singapore,Tech Startup,SmartClean Technologies is an AI company that offers data-driven cleaning operations designed for facilities.,"Abhishek Mishra, Kush Agarwal, Lav Agarwal, Stella Hu","Seeds Capital, AIM Smart City",3400000.0,Pre- series A,
401,ClanConnect,,Delhi,Marketing startup,"AI-driven influencer marketing platform ClanConnect.ai, which helps brands make their campaigns more data and result-oriented","Kunal Kishore Sinha, Sagar Pushp",,600000.0,Seed,
402,Servify,2015.0,Mumbai,Service industry,Servify is a self-learning platform that provides device management services and warranty solutions.,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",23000000.0,Series C,
403,ShareChat,2015.0,Bangalore,Social media,ShareChat is a social networking and regional content platform.,"Ankush Sachdeva, Bhanu Pratap Singh, Bhanu Singh, Farid Ahsan","Lightspeed venture partners, saif partners",40000000.0,Pre-series C,
404,Rephrase.ai,2018.0,Bangalore,AI,Rephrase.ai helps in creating high-quality videos and animations through an AI-powered visual dubbing tool.,"Ashray Malhotra, Nisheeth Lahoti, Shivam Mangla","Techstars Bangalore Accelerator, Techstars",1500000.0,Seed,
405,Melorra,2015.0,Bangalore,Jewellery,"Buy Latest Gold, Diamond & Gemstone Jewellery Designs Online Rings, Earrings, Necklace","Saroja Yeramilli, R Krishnakumar","Shadows Holdings, Lightbox",8090000.0,Debt,
406,FabHotels,2014.0,Gurugram,Hospitality,FabHotels is a network of 3 star budget hotels in India,"Adarsh Manpuria, Vaibhav Aggarwal","RB Investments Pte. Ltd, Goldman Sachs",1030000.0,Series B,
407,EkAnek,2018.0,New Delhi,Tech Startup,EkAnek Networks is a new startup that is focused on building the ecosystem for new age brands in lifestyle categories,"Chandranshu Sinha, Kartik Sheth","Lightspeed India Partners, Sequoia Capital India",5040000.0,Edge,
408,Cub McPaws,2018.0,Mumbai,AR startup,Cub McPaws is a kids clothing brand.,"Shah, Abhay Bhat",Venture Catalysts,800000.0,Pre-series A,
409,Zimyo,2018.0,Gurgaon,HR Tech startup,Employee experience platform that empowers organizations to manage and retain great talent!,"Ajay Kadyan, Kumar Mayank","Abhishant Pant, Chiranth Patil",1500000.0,Seed,
410,PumPumPum,2018.0,Gurgaon,Automotive Startup,Pumpumpum is a car rental company,"Tarun Lawadia, Sameer Kalra",,360000.0,Debt,
411,Burgerama,2018.0,Gurgaon,Food Startup,Burgerama is a unit of Junket Foods Private Limited,Kabir Bose,"Madison, Anicut",,Pre-series A,
412,Moms Co,2016.0,Gurgaon,HealthCare,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Malika Datt Sadani, Mohit Sadaani","DSG Consumer Partners, Saama Capital",8000000.0,Series B,
413,DillyHub,2018.0,Seoul,Publication,A service that promotes and facilitates the works of independent comic artists,Ji Cheol Ryu,"Kakao Ventures, Shinhan Capital",1400000.0,Seed,
414,FPL Technologies,2019.0,Pune,FinTech,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Anurag Sinha, Rupesh Kumar, Vibhav Hathi","Matrix Partners India, Hummingbird Ventures",10000000.0,Series A,
415,FITTR,2016.0,Pune,Fitness startup,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Jitendra Chouksey, Sonal Singh, Jyoti Dabas, Bala Krishna Reddy, Rohit Chattopadhyay.",Surge,2000000.0,Pre-series A,
416,Illumnus,2018.0,Pune,EdTech Startup,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,100000.0,Seed,
417,CashKaro,2012.0,Gurgaon,E-commerce,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",10000000.0,Series B,
418,Newton School,2019.0,Bangalore,EdTech Startup,Newton School is a platform to learn and develop skills,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,650000.0,Seed,
419,Airmeet,2019.0,Bangalore,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A,
420,Observe ai,2017.0,San Francisco,Tech,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",54000000.0,Series B,
421,InCred,2016.0,Mumbai,Finance,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",Bhupinder Singh,"Pushpak Credit, Fiscal",5000000.0,Debt,
422,Toppr,2013.0,Mumbai,EdTech,Toppr is an Indian educational technology and online tutoring firm,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",35000000.0,Series D,
423,CarTrade,2009.0,Mumbai,Car Trade,Buy and Sell Used Cars,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",42500000.0,Series H,
424,LEAD School,2012.0,Mumbai,EdtTech,Offers a high-end digital classroom system focused on enhancing the learning experience,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",28000000.0,Series C,
425,Servify,2015.0,Mumbai,Manufacturing,"Enables top OEMs & ODMs in device distribution, sales, warranty",Sreevathsa Prabhakar,"Blume Ventures, Tetrao",11370000.0,Series C,
426,Lido Learning,2019.0,Mumbai,EdTech,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",Sahil Sheth,"BAce Capital, Madhur Deora",7500000.0,Series B,
427,Apna.co,2019.0,Bangalore,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A,
428,Quintype Technologies,2014.0,Bangalore,Tech,"Building a suite of digital publishing solutions to simplify content creation, distribution",Amit Rathore,"IIFL Asset Management, Raghav Bahl",325000.0,Series A,
429,Dunzo,2014.0,Bangalore,Tech,Order online and get free delivery from your nearby restaurants,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",28000000.0,Series E,
430,Entropik,2016.0,Bangalore,AI Platform,Gain insights into human emotions with AI-powered platform affect lab.,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",8000000.0,Series A,
431,Livspace,2014.0,Bangalore,Home Design,Interior design marketplace that connects interior designers,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",9000000.0,Series D,
432,Ultraviolette Automotive,2015.0,Bangalore,Automation,Industries Automotive Electric Vehicle Energy Energy Storage,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,410000.0,Series B,
433,WinZO,2016.0,New Delhi,Gaming,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",18000000.0,Series B,
434,SenseHawk,2016.0,Bangalore,Solar SaaS,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",5000000.0,Series A,
435,Railofy,2019.0,Mumbai,WL & RAC protection,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,900000.0,Seed,
436,Eloelo,2020.0,Bangalore,Social commerce,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Saurabh Pandey, Akshay Dubey",,450000.0,Seed,
437,Aibono,2014.0,Bangalore,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A,
438,BuildPan,2019.0,Indore,SaaS startup,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",500000.0,Seed,
439,Homelane,2014.0,Bangalore,Home interior services,Explore 1000's of fully customizable home interior designs.,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",8000000.0,Bridge,
440,MyGlamm,2015.0,Mumbai,Fashion,Buy Makeup kit & Cosmetics Products from international makeup brand,Darpan Sanghvi,Bessemer Venture Partners,1000000.0,Series B,
441,Aviom,2016.0,New Delhi,Finance,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,Kajal Ilmi,"Insitor Partners, C4D Partners",682000.0,Debt,
442,Flinto,2013.0,Chennai,EdTech Startup,Flintobox is an India-based company that produces educational activity boxes for children,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",7000000.0,Pre-Series B,
443,WayCool,2015.0,Chennai,Agritech startup,WayCool is a social enterprise positively impacting the lives of India's farmers,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",5060000.0,Series C,
444,YAP,2014.0,Chennai,API platform,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",4050000.0,Series A,
445,Big Bang Boom Solutions,2018.0,Chennai,Deep Tech,It aims to co-create intellectual property that can reside within the borders of the country.,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",1050000.0,Series A,
446,GUVI,2014.0,Chennai,EdTech Startup,Operates vernacular-language based education tech startup,Arun Prakash,"CBA Capital, Gray Matters Capital",800000.0,Series A,
447,BluSmart,2019.0,Gurugram,Electricity,"BluSmart, an all-electric ride-hailing platform","Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",7000000.0,Pre-series A,
448,Cell Propulsion,2017.0,Bangalore,Automotive company,Designs and develops electric power drives and autonomous electric mobility solutions,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",,Pre-series A,
449,MPL,2018.0,Bangalore,Entertainment,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",50000000.0,Series B,
450,Spoonshot,2015.0,Bangalore,FMCG,A food science company using AI to predict consumer taste and food trends,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",1000000.0,Seed A,
